Timepoint,Environment,PCD,Species,Statistics,Sex,Reference
Phosphorus % reaches 120% of the plateau,Captive Laboratory,4719.47,Pan troglodytes,2,Female,https://primatedatabase.org
Phosphorus % reaches 120% of the plateau,Captive Laboratory,4283.62,Pan troglodytes,2,Male,https://primatedatabase.org
Phosphorus % reaches 120% of the plateau,,4907.7,Pan troglodytes,2,Male+Female,https://primatedatabase.org
Phosphorus % reaches 140% of the plateau,Captive Laboratory,3670.25,Pan troglodytes,2,Female,https://primatedatabase.org
Phosphorus % reaches 140% of the plateau,Captive Laboratory,3116.73,Pan troglodytes,2,Male,https://primatedatabase.org
Phosphorus % reaches 140% of the plateau,,3805.4,Pan troglodytes,2,Male+Female,https://primatedatabase.org
Phosphorus % reaches 160% of the plateau,Captive Laboratory,2621.03,Pan troglodytes,2,Female,https://primatedatabase.org
Phosphorus % reaches 160% of the plateau,Captive Laboratory,1949.84,Pan troglodytes,2,Male,https://primatedatabase.org
Phosphorus % reaches 160% of the plateau,,2703.1,Pan troglodytes,2,Male+Female,https://primatedatabase.org
Piaget scale development-object permanence: 1. Follows a slowly moving object through 180° arc smoothly,Captive,303.7,Pan troglodytes,2,Male,"Potì, P., & Spinozzi, G. (1994). Early sensorimotor development in chimpanzees (Pan troglodytes). Journal of Comparative Psychology, 108(1), 93."
Pisiforme ossification (Onset),,453,Pan troglodytes,2,Male+Female,"Prochel J, Vogel P, Sánchez-Villagra MR. Hand development and sequence of ossification in the forelimb of the European shrew Crocidura russula (Soricidae) and comparisons across therian mammals. J Anat. 2004 Aug;205(2):99-111. doi: 10.1111/j.0021-8782.2004.00321.x. PMID: 15291793; PMCID: PMC1571333."
Pivot,Captive,376,Pan troglodytes,2,Female,"Brakke KE, Savage-Rumbaugh ES. Early postural behavior in Pan: Influences on development. Infant Behavior and Development. 1991 Jul 1;14(3):265-88."
Pivot,Captive,425,Pan troglodytes,2,Male+Female,"Brakke KE, Savage-Rumbaugh ES. Early postural behavior in Pan: Influences on development. Infant Behavior and Development. 1991 Jul 1;14(3):265-88."
Prone posture -Flex legs in crawling movements,Captive,320,Pan troglodytes,2,Female,"Brakke KE, Savage-Rumbaugh ES. Early postural behavior in Pan: Influences on development. Infant Behavior and Development. 1991 Jul 1;14(3):265-88."
Prone posture -Flex legs in crawling movements,Captive,320,Pan troglodytes,2,Male+Female,"Brakke KE, Savage-Rumbaugh ES. Early postural behavior in Pan: Influences on development. Infant Behavior and Development. 1991 Jul 1;14(3):265-88."
Prone posture -lift head past horizontal plane,Captive,320,Pan troglodytes,2,Female,"Brakke KE, Savage-Rumbaugh ES. Early postural behavior in Pan: Influences on development. Infant Behavior and Development. 1991 Jul 1;14(3):265-88."
Prone posture -lift head past horizontal plane,Captive,306,Pan troglodytes,2,Male+Female,"Brakke KE, Savage-Rumbaugh ES. Early postural behavior in Pan: Influences on development. Infant Behavior and Development. 1991 Jul 1;14(3):265-88."
Prone posture -lift head past horizontal plane,Captive,271,Pan troglodytes,2,Male,"Potì P, Spinozzi G. Early sensorimotor development in chimpanzees (Pan troglodytes). Journal of Comparative Psychology. 1994 Mar;108(1):93."
Prone posture -rest on hands,Captive,313,Pan troglodytes,2,Female,"Brakke KE, Savage-Rumbaugh ES. Early postural behavior in Pan: Influences on development. Infant Behavior and Development. 1991 Jul 1;14(3):265-88."
Prone posture -rest on hands,Captive,320,Pan troglodytes,2,Male+Female,"Brakke KE, Savage-Rumbaugh ES. Early postural behavior in Pan: Influences on development. Infant Behavior and Development. 1991 Jul 1;14(3):265-88."
Proximal 1st finger ossification (Onset),Captive,851.33,Pan troglodytes,2,Female,"Blomquist, G. E. (2009). Brief communication: Methods of sequence heterochrony for describing modular developmental changes in human evolution. Am J Phys Anthropol, 138(2), 231-238."
Proximal 1st finger ossification (Onset),Captive,1155.5,Pan troglodytes,2,Male,"Blomquist, G. E. (2009). Brief communication: Methods of sequence heterochrony for describing modular developmental changes in human evolution. Am J Phys Anthropol, 138(2), 231-238."
Proximal 1st toe ossification (Onset),Captive,516.75,Pan troglodytes,2,Female,"Blomquist, G. E. (2009). Brief communication: Methods of sequence heterochrony for describing modular developmental changes in human evolution. Am J Phys Anthropol, 138(2), 231-238."
Proximal 1st toe ossification (Onset),Captive,729.67,Pan troglodytes,2,Male,"Blomquist, G. E. (2009). Brief communication: Methods of sequence heterochrony for describing modular developmental changes in human evolution. Am J Phys Anthropol, 138(2), 231-238."
Proximal 2nd finger ossification (Onset),Captive,455.92,Pan troglodytes,2,Female,"Blomquist, G. E. (2009). Brief communication: Methods of sequence heterochrony for describing modular developmental changes in human evolution. Am J Phys Anthropol, 138(2), 231-238."
Proximal 2nd finger ossification (Onset),Captive,608,Pan troglodytes,2,Male,"Blomquist, G. E. (2009). Brief communication: Methods of sequence heterochrony for describing modular developmental changes in human evolution. Am J Phys Anthropol, 138(2), 231-238."
Proximal 2nd toe ossification (Onset),Captive,486.33,Pan troglodytes,2,Female,"Blomquist, G. E. (2009). Brief communication: Methods of sequence heterochrony for describing modular developmental changes in human evolution. Am J Phys Anthropol, 138(2), 231-238."
Proximal 2nd toe ossification (Onset),Captive,638.42,Pan troglodytes,2,Male,"Blomquist, G. E. (2009). Brief communication: Methods of sequence heterochrony for describing modular developmental changes in human evolution. Am J Phys Anthropol, 138(2), 231-238."
Proximal 3rd finger ossification (Onset),Captive,395.08,Pan troglodytes,2,Female,"Blomquist, G. E. (2009). Brief communication: Methods of sequence heterochrony for describing modular developmental changes in human evolution. Am J Phys Anthropol, 138(2), 231-238."
Proximal 3rd finger ossification (Onset),Captive,516.75,Pan troglodytes,2,Male,"Blomquist, G. E. (2009). Brief communication: Methods of sequence heterochrony for describing modular developmental changes in human evolution. Am J Phys Anthropol, 138(2), 231-238."
Proximal 3rd toe ossification (Onset),Captive,425.5,Pan troglodytes,2,Female,"Blomquist, G. E. (2009). Brief communication: Methods of sequence heterochrony for describing modular developmental changes in human evolution. Am J Phys Anthropol, 138(2), 231-238."
Proximal 3rd toe ossification (Onset),Captive,608,Pan troglodytes,2,Male,"Blomquist, G. E. (2009). Brief communication: Methods of sequence heterochrony for describing modular developmental changes in human evolution. Am J Phys Anthropol, 138(2), 231-238."
Proximal 4th finger ossification (Onset),Captive,425.5,Pan troglodytes,2,Female,"Blomquist, G. E. (2009). Brief communication: Methods of sequence heterochrony for describing modular developmental changes in human evolution. Am J Phys Anthropol, 138(2), 231-238."
Proximal 4th finger ossification (Onset),Captive,577.58,Pan troglodytes,2,Male,"Blomquist, G. E. (2009). Brief communication: Methods of sequence heterochrony for describing modular developmental changes in human evolution. Am J Phys Anthropol, 138(2), 231-238."
Proximal 4th toe ossification (Onset),Captive,455.92,Pan troglodytes,2,Female,"Blomquist, G. E. (2009). Brief communication: Methods of sequence heterochrony for describing modular developmental changes in human evolution. Am J Phys Anthropol, 138(2), 231-238."
Proximal 4th toe ossification (Onset),Captive,608,Pan troglodytes,2,Male,"Blomquist, G. E. (2009). Brief communication: Methods of sequence heterochrony for describing modular developmental changes in human evolution. Am J Phys Anthropol, 138(2), 231-238."
Proximal 5th finger ossification (Onset),Captive,455.92,Pan troglodytes,2,Female,"Blomquist, G. E. (2009). Brief communication: Methods of sequence heterochrony for describing modular developmental changes in human evolution. Am J Phys Anthropol, 138(2), 231-238."
Proximal 5th finger ossification (Onset),Captive,638.42,Pan troglodytes,2,Male,"Blomquist, G. E. (2009). Brief communication: Methods of sequence heterochrony for describing modular developmental changes in human evolution. Am J Phys Anthropol, 138(2), 231-238."
Proximal 5th toe ossification (Onset),Captive,577.58,Pan troglodytes,2,Female,"Blomquist, G. E. (2009). Brief communication: Methods of sequence heterochrony for describing modular developmental changes in human evolution. Am J Phys Anthropol, 138(2), 231-238."
Proximal 5th toe ossification (Onset),Captive,729.67,Pan troglodytes,2,Male,"Blomquist, G. E. (2009). Brief communication: Methods of sequence heterochrony for describing modular developmental changes in human evolution. Am J Phys Anthropol, 138(2), 231-238."
Proximal fibula ossification (Onset),Captive,699.25,Pan troglodytes,2,Female,"Blomquist, G. E. (2009). Brief communication: Methods of sequence heterochrony for describing modular developmental changes in human evolution. Am J Phys Anthropol, 138(2), 231-238."
Proximal fibula ossification (Onset),Captive,820.92,Pan troglodytes,2,Male,"Blomquist, G. E. (2009). Brief communication: Methods of sequence heterochrony for describing modular developmental changes in human evolution. Am J Phys Anthropol, 138(2), 231-238."
Proximal radius ossification (Onset),Captive,425.5,Pan troglodytes,2,Female,"Blomquist, G. E. (2009). Brief communication: Methods of sequence heterochrony for describing modular developmental changes in human evolution. Am J Phys Anthropol, 138(2), 231-238."
Proximal radius ossification (Onset),Captive,486.33,Pan troglodytes,2,Male,"Blomquist, G. E. (2009). Brief communication: Methods of sequence heterochrony for describing modular developmental changes in human evolution. Am J Phys Anthropol, 138(2), 231-238."
Pull to standing,Captive,348,Pan troglodytes,2,Female,"Brakke KE, Savage-Rumbaugh ES. Early postural behavior in Pan: Influences on development. Infant Behavior and Development. 1991 Jul 1;14(3):265-88."
Pull to standing,Captive,383,Pan troglodytes,2,Male+Female,"Brakke KE, Savage-Rumbaugh ES. Early postural behavior in Pan: Influences on development. Infant Behavior and Development. 1991 Jul 1;14(3):265-88."
"Push upward, backward to sitting",Captive,376,Pan troglodytes,2,Female,"Brakke KE, Savage-Rumbaugh ES. Early postural behavior in Pan: Influences on development. Infant Behavior and Development. 1991 Jul 1;14(3):265-88."
"Push upward, backward to sitting",Captive,383,Pan troglodytes,2,Male+Female,"Brakke KE, Savage-Rumbaugh ES. Early postural behavior in Pan: Influences on development. Infant Behavior and Development. 1991 Jul 1;14(3):265-88."
Quadrupedal position (Attained),Captive,341,Pan troglodytes,2,Female,"Brakke KE, Savage-Rumbaugh ES. Early postural behavior in Pan: Influences on development. Infant Behavior and Development. 1991 Jul 1;14(3):265-88."
Quadrupedal position (Attained),Captive,397,Pan troglodytes,2,Male+Female,"Brakke KE, Savage-Rumbaugh ES. Early postural behavior in Pan: Influences on development. Infant Behavior and Development. 1991 Jul 1;14(3):265-88."
Ramus Height reaches 70% of stable value,,1913.6,Pan troglodytes,2,Male+Female,"Williams, Frank L'Engle. Heterochronic perturbations in the craniofacial evolution of Homo (Neandertals and modern humans) and Pan (P. troglodytes and P. paniscus). University of Massachusetts Amherst, 2001."
Ramus Height reaches 80% of stable value,,2544.7,Pan troglodytes,2,Male+Female,"Williams, Frank L'Engle. Heterochronic perturbations in the craniofacial evolution of Homo (Neandertals and modern humans) and Pan (P. troglodytes and P. paniscus). University of Massachusetts Amherst, 2001."
Ramus Height reaches 90% of stable value,,3367,Pan troglodytes,2,Male+Female,"Williams, Frank L'Engle. Heterochronic perturbations in the craniofacial evolution of Homo (Neandertals and modern humans) and Pan (P. troglodytes and P. paniscus). University of Massachusetts Amherst, 2001."
Scaphoid ossification (Onset),,423,Pan troglodytes,2,Male+Female,"Prochel J, Vogel P, Sánchez-Villagra MR. Hand development and sequence of ossification in the forelimb of the European shrew Crocidura russula (Soricidae) and comparisons across therian mammals. J Anat. 2004 Aug;205(2):99-111. doi: 10.1111/j.0021-8782.2004.00321.x. PMID: 15291793; PMCID: PMC1571333."
Second postural stages (Onset),Captive,323,Pan troglodytes,2,Male+Female,"Takeshita, H., Hirata, S., Sakai, T., & Myowa-Yamakoshi, M. (2016). Fetal behavioral development and brain growth in chimpanzees versus humans: a view from studies with 4d ultrasonography. In Fetal development (pp. 67-83). Springer, Cham. (book chapter)"
Self-grooming,Wild,423,Pan troglodytes,2,Male+Female,"Lonsdorf EV, Markham AC, Heintz MR, Anderson KE, Ciuk DJ, Goodall J, Murray CM. Sex differences in wild chimpanzee behavior emerge during infancy. PLoS One. 2014 Jun 9;9(6):e99099. doi: 10.1371/journal.pone.0099099. PMID: 24911160; PMCID: PMC4049619."
Sexual maturity,Captive+Wild,4140.96,Pan troglodytes,2,Male+Female,"https://esapubs.org/archive/ecol/E090/184/PanTHERIA_1-0_WR05_Aug2008.txt; Jones, K. E., Bielby, J., Cardillo, M., Fritz, S. A., O'Dell, J., Orme, C. D. L., Safi, K., Sechrest, W., Boakes, E. H., Carbone, C., Connolly, C., Cutts, M. J., Foster, J. K., Grenyer, R., Habib, M., Plaster, C. A., Price, S. A., Rigby, E. A., Rist, J., . . . Michener, W. K. (2009). PanTHERIA: a species-level database of life history, ecology, and geography of extant and recently extinct mammals. Ecology, 90(9), 2648-2648. https://doi.org/10.1890/08-1494.1"
Sit for 10+ minutes,Captive,502,Pan troglodytes,2,Female,"Brakke KE, Savage-Rumbaugh ES. Early postural behavior in Pan: Influences on development. Infant Behavior and Development. 1991 Jul 1;14(3):265-88."
Sit for 10+ minutes,Captive,439,Pan troglodytes,2,Male+Female,"Brakke KE, Savage-Rumbaugh ES. Early postural behavior in Pan: Influences on development. Infant Behavior and Development. 1991 Jul 1;14(3):265-88."
Sit for an indefinite period,Captive,502,Pan troglodytes,2,Female,"Brakke KE, Savage-Rumbaugh ES. Early postural behavior in Pan: Influences on development. Infant Behavior and Development. 1991 Jul 1;14(3):265-88."
Sit for an indefinite period,Captive,453,Pan troglodytes,2,Male+Female,"Brakke KE, Savage-Rumbaugh ES. Early postural behavior in Pan: Influences on development. Infant Behavior and Development. 1991 Jul 1;14(3):265-88."
Sit up (Onset),Captive,432,Pan troglodytes,2,Female,"Brakke KE, Savage-Rumbaugh ES. Early postural behavior in Pan: Influences on development. Infant Behavior and Development. 1991 Jul 1;14(3):265-88."
Sit up (Onset),Captive,411,Pan troglodytes,2,Male+Female,"Brakke KE, Savage-Rumbaugh ES. Early postural behavior in Pan: Influences on development. Infant Behavior and Development. 1991 Jul 1;14(3):265-88."
Sit unsupported 1+ minute,Captive,481,Pan troglodytes,2,Female,"Brakke KE, Savage-Rumbaugh ES. Early postural behavior in Pan: Influences on development. Infant Behavior and Development. 1991 Jul 1;14(3):265-88."
Sit unsupported 1+ minute,Captive,418,Pan troglodytes,2,Male+Female,"Brakke KE, Savage-Rumbaugh ES. Early postural behavior in Pan: Influences on development. Infant Behavior and Development. 1991 Jul 1;14(3):265-88."
Sit up (Onset),Wild,345.9,Pan troglodytes,2,Male+Female,"Bründl AC, Tkaczynski PJ, Nohon Kohou G, Boesch C, Wittig RM, Crockford C. Systematic mapping of developmental milestones in wild chimpanzees Dev Sci. In Press. 2020;e12988. doi:10.1111/desc.12988"
Sit up (Onset),Wild,270,Pan troglodytes,1,Male+Female,"Bründl AC, Tkaczynski PJ, Nohon Kohou G, Boesch C, Wittig RM, Crockford C. Systematic mapping of developmental milestones in wild chimpanzees Dev Sci. In Press. 2020;e12988. doi:10.1111/desc.12988"
Sit up (Onset),Wild,534,Pan troglodytes,3,Male+Female,"Bründl AC, Tkaczynski PJ, Nohon Kohou G, Boesch C, Wittig RM, Crockford C. Systematic mapping of developmental milestones in wild chimpanzees Dev Sci. In Press. 2020;e12988. doi:10.1111/desc.12988"
Sitting posture -prone (Attained),Captive,341,Pan troglodytes,2,Female,"Brakke KE, Savage-Rumbaugh ES. Early postural behavior in Pan: Influences on development. Infant Behavior and Development. 1991 Jul 1;14(3):265-88."
Sitting posture -prone (Attained),Captive,383,Pan troglodytes,2,Male+Female,"Brakke KE, Savage-Rumbaugh ES. Early postural behavior in Pan: Influences on development. Infant Behavior and Development. 1991 Jul 1;14(3):265-88."
Sitting posture-Body erect,Captive,341,Pan troglodytes,2,Female,"Brakke KE, Savage-Rumbaugh ES. Early postural behavior in Pan: Influences on development. Infant Behavior and Development. 1991 Jul 1;14(3):265-88."
Sitting posture-Body erect,Captive,383,Pan troglodytes,2,Male+Female,"Brakke KE, Savage-Rumbaugh ES. Early postural behavior in Pan: Influences on development. Infant Behavior and Development. 1991 Jul 1;14(3):265-88."
Sitting posture-Sit with slight or no support,Captive,320,Pan troglodytes,2,Female,"Brakke KE, Savage-Rumbaugh ES. Early postural behavior in Pan: Influences on development. Infant Behavior and Development. 1991 Jul 1;14(3):265-88."
Sitting posture-Sit with slight or no support,Captive,292,Pan troglodytes,2,Male+Female,"Brakke KE, Savage-Rumbaugh ES. Early postural behavior in Pan: Influences on development. Infant Behavior and Development. 1991 Jul 1;14(3):265-88."
Sitting prone -Lean forward or sideward actively,Captive,369,Pan troglodytes,2,Female,"Brakke KE, Savage-Rumbaugh ES. Early postural behavior in Pan: Influences on development. Infant Behavior and Development. 1991 Jul 1;14(3):265-88."
Sitting prone -Lean forward or sideward actively,Captive,397,Pan troglodytes,2,Male+Female,"Brakke KE, Savage-Rumbaugh ES. Early postural behavior in Pan: Influences on development. Infant Behavior and Development. 1991 Jul 1;14(3):265-88."
Social play (Onset),Wild,276.75,Pan troglodytes,2,Male+Female,"Bründl AC, Tkaczynski PJ, Nohon Kohou G, Boesch C, Wittig RM, Crockford C. Systematic mapping of developmental milestones in wild chimpanzees Dev Sci. In Press. 2020;e12988. doi:10.1111/desc.12988"
Social play (Onset),Wild,790.5,Pan troglodytes,2,Female,"Lee SM, Murray CM, Lonsdorf EV, Fruth B, Stanton MA, Nichols J, Hohmann G. Wild bonobo and chimpanzeeFemale exhibit broadly similar patterns of behavioral maturation but some evidence for divergence. American journal of physical anthropology. 2020 Jan;171(1):100-9."
Social play (Onset),,425.5,Pan troglodytes,2,Female,"Lonsdorf EV, Markham AC, Heintz MR, Anderson KE, Ciuk DJ, Goodall J, Murray CM. Sex differences in wild chimpanzee behavior emerge during infancy. PLoS One. 2014 Jun 9;9(6):e99099. doi: 10.1371/journal.pone.0099099. PMID: 24911160; PMCID: PMC4049619."
Social play (Onset),,425.5,Pan troglodytes,2,Male,"Lonsdorf EV, Markham AC, Heintz MR, Anderson KE, Ciuk DJ, Goodall J, Murray CM. Sex differences in wild chimpanzee behavior emerge during infancy. PLoS One. 2014 Jun 9;9(6):e99099. doi: 10.1371/journal.pone.0099099. PMID: 24911160; PMCID: PMC4049619."
Social play (Peak),,1155.5,Pan troglodytes,2,Female,"Lee SM, Murray CM, Lonsdorf EV, Fruth B, Stanton MA, Nichols J, Hohmann G. Wild bonobo and chimpanzeeFemale exhibit broadly similar patterns of behavioral maturation but some evidence for divergence. American journal of physical anthropology. 2020 Jan;171(1):100-9."
Social play (Peak),Wild,1338,Pan troglodytes,2,Female,"Lonsdorf EV, Markham AC, Heintz MR, Anderson KE, Ciuk DJ, Goodall J, Murray CM. Sex differences in wild chimpanzee behavior emerge during infancy. PLoS One. 2014 Jun 9;9(6):e99099. doi: 10.1371/journal.pone.0099099. PMID: 24911160; PMCID: PMC4049619."
Social play (Peak),Wild,973,Pan troglodytes,2,Male,"Lonsdorf EV, Markham AC, Heintz MR, Anderson KE, Ciuk DJ, Goodall J, Murray CM. Sex differences in wild chimpanzee behavior emerge during infancy. PLoS One. 2014 Jun 9;9(6):e99099. doi: 10.1371/journal.pone.0099099. PMID: 24911160; PMCID: PMC4049619."
Social play (Peak),Captive,918,Pan troglodytes,2,Male,"Markus N, Croft DB. Play behaviour and its effects on social development of common chimpanzees (Pan troglodytes). Primates. 1995 Apr;36:213-25."
Social play (Peak),Captive,483,Pan troglodytes,2,Male+Female,"Markus N, Croft DB. Play behaviour and its effects on social development of common chimpanzees (Pan troglodytes). Primates. 1995 Apr;36:213-25."
Solitary or object play (Onset),,243,Pan troglodytes,2,Male+Female,"Lonsdorf EV, Markham AC, Heintz MR, Anderson KE, Ciuk DJ, Goodall J, Murray CM. Sex differences in wild chimpanzee behavior emerge during infancy. PLoS One. 2014 Jun 9;9(6):e99099. doi: 10.1371/journal.pone.0099099. PMID: 24911160; PMCID: PMC4049619."
Solitary or object play (Onset),Wild,243,Pan troglodytes,2,Male,"Lonsdorf EV, Markham AC, Heintz MR, Anderson KE, Ciuk DJ, Goodall J, Murray CM. Sex differences in wild chimpanzee behavior emerge during infancy. PLoS One. 2014 Jun 9;9(6):e99099. doi: 10.1371/journal.pone.0099099. PMID: 24911160; PMCID: PMC4049619."
Solitary or object play (Onset),Wild,243,Pan troglodytes,2,Female,"Lonsdorf EV, Markham AC, Heintz MR, Anderson KE, Ciuk DJ, Goodall J, Murray CM. Sex differences in wild chimpanzee behavior emerge during infancy. PLoS One. 2014 Jun 9;9(6):e99099. doi: 10.1371/journal.pone.0099099. PMID: 24911160; PMCID: PMC4049619."
Solitary or object play (Onset),Captive,369,Pan troglodytes,2,Male+Female,"Miller LC, Nadler RD. Mother-infant relations and infant development in captive chimpanzees and orang-utans. International Journal of Primatology. 1981 Sep 1;2(3):247-61."
Solitary or object play (Peak),,635,Pan troglodytes,2,Male+Female,"Lonsdorf EV, Markham AC, Heintz MR, Anderson KE, Ciuk DJ, Goodall J, Murray CM. Sex differences in wild chimpanzee behavior emerge during infancy. PLoS One. 2014 Jun 9;9(6):e99099. doi: 10.1371/journal.pone.0099099. PMID: 24911160; PMCID: PMC4049619."
Solitary or object play (Peak),Wild,608,Pan troglodytes,2,Male,"Lonsdorf EV, Markham AC, Heintz MR, Anderson KE, Ciuk DJ, Goodall J, Murray CM. Sex differences in wild chimpanzee behavior emerge during infancy. PLoS One. 2014 Jun 9;9(6):e99099. doi: 10.1371/journal.pone.0099099. PMID: 24911160; PMCID: PMC4049619."
Solitary or object play (Peak),Wild,608,Pan troglodytes,2,Female,"Lonsdorf EV, Markham AC, Heintz MR, Anderson KE, Ciuk DJ, Goodall J, Murray CM. Sex differences in wild chimpanzee behavior emerge during infancy. PLoS One. 2014 Jun 9;9(6):e99099. doi: 10.1371/journal.pone.0099099. PMID: 24911160; PMCID: PMC4049619."
Solitary or object play (Peak),Captive,1143,Pan troglodytes,2,Male,"Markus N, Croft DB. Play behaviour and its effects on social development of common chimpanzees (Pan troglodytes). Primates. 1995 Apr;36:213-25."
Stage 1 of sensorimotor development ie reflex,Captive,273,Pan troglodytes,2,Male+Female,"Chevalier-Skolnikoff, S., 1983. Sensorimotor development in orang-utans and other primates. Journal of Human Evolution, 12(6), pp.545-561."
Stage 2 of sensorimotor development ie primary circular reaction,Captive,348,Pan troglodytes,2,Male+Female,"Chevalier-Skolnikoff, S., 1983. Sensorimotor development in orang-utans and other primates. Journal of Human Evolution, 12(6), pp.545-561."
Stage 3 of sensorimotor development ie secondary circular reaction,Captive,408,Pan troglodytes,2,Male+Female,"Chevalier-Skolnikoff, S., 1983. Sensorimotor development in orang-utans and other primates. Journal of Human Evolution, 12(6), pp.545-561."
Stage 4 of sensorimotor development ie co-ordination,Captive,505.5,Pan troglodytes,2,Male+Female,"Chevalier-Skolnikoff, S., 1983. Sensorimotor development in orang-utans and other primates. Journal of Human Evolution, 12(6), pp.545-561."
Stand up,Captive,488,Pan troglodytes,2,Female,"Brakke KE, Savage-Rumbaugh ES. Early postural behavior in Pan: Influences on development. Infant Behavior and Development. 1991 Jul 1;14(3):265-88."
Stand up,Captive,516,Pan troglodytes,2,Male+Female,"Brakke KE, Savage-Rumbaugh ES. Early postural behavior in Pan: Influences on development. Infant Behavior and Development. 1991 Jul 1;14(3):265-88."
Stand up,Wild,369.6,Pan troglodytes,2,Male+Female,"Bründl AC, Tkaczynski PJ, Nohon Kohou G, Boesch C, Wittig RM, Crockford C. Systematic mapping of developmental milestones in wild chimpanzees Dev Sci. In Press. 2020;e12988. doi:10.1111/desc.12988"
Stand up,Wild,279,Pan troglodytes,1,Male+Female,"Bründl AC, Tkaczynski PJ, Nohon Kohou G, Boesch C, Wittig RM, Crockford C. Systematic mapping of developmental milestones in wild chimpanzees Dev Sci. In Press. 2020;e12988. doi:10.1111/desc.12988"
Stand up,Wild,534,Pan troglodytes,3,Male+Female,"Bründl AC, Tkaczynski PJ, Nohon Kohou G, Boesch C, Wittig RM, Crockford C. Systematic mapping of developmental milestones in wild chimpanzees Dev Sci. In Press. 2020;e12988. doi:10.1111/desc.12988"
Standing independently (Attained),Captive,474,Pan troglodytes,2,Female,"Brakke KE, Savage-Rumbaugh ES. Early postural behavior in Pan: Influences on development. Infant Behavior and Development. 1991 Jul 1;14(3):265-88."
Standing with assistance (Attained),Captive,411,Pan troglodytes,2,Female,"Brakke KE, Savage-Rumbaugh ES. Early postural behavior in Pan: Influences on development. Infant Behavior and Development. 1991 Jul 1;14(3):265-88."
Standing with assistance (Attained),Captive,432,Pan troglodytes,2,Male+Female,"Brakke KE, Savage-Rumbaugh ES. Early postural behavior in Pan: Influences on development. Infant Behavior and Development. 1991 Jul 1;14(3):265-88."
Stretching (Onset),Captive,77,Pan troglodytes,2,Male+Female,"Takeshita H, Hirata S, Sakai T, Myowa-Yamakoshi M. 2016. Fetal Behavioral Development and Brain Growth in Chimpanzees Versus Humans: A View from Studies with 4D Ultrasonography. In: Fetal Development  (pp. 67-83). Springer, Cham."
Suckling (Onset),Captive,154,Pan troglodytes,2,Male+Female,"Takeshita H, Hirata S, Sakai T, Myowa-Yamakoshi M. 2016. Fetal Behavioral Development and Brain Growth in Chimpanzees Versus Humans: A View from Studies with 4D Ultrasonography. In: Fetal Development  (pp. 67-83). Springer, Cham."
Supine posture-Head predominantly in midposition,Captive,250,Pan troglodytes,2,Female,"Brakke KE, Savage-Rumbaugh ES. Early postural behavior in Pan: Influences on development. Infant Behavior and Development. 1991 Jul 1;14(3):265-88."
Supine posture-Head predominantly in midposition,Captive,298,Pan troglodytes,2,Male+Female,"Brakke KE, Savage-Rumbaugh ES. Early postural behavior in Pan: Influences on development. Infant Behavior and Development. 1991 Jul 1;14(3):265-88."
Supine posture: arms extend laterally/side of trunk,Captive,411,Pan troglodytes,2,Male+Female,"Brakke KE, Savage-Rumbaugh ES. Early postural behavior in Pan: Influences on development. Infant Behavior and Development. 1991 Jul 1;14(3):265-88."
Supine posture: Arms in windmill position (Onset),Captive,278,Pan troglodytes,2,Male+Female,"Brakke KE, Savage-Rumbaugh ES. Early postural behavior in Pan: Influences on development. Infant Behavior and Development. 1991 Jul 1;14(3):265-88."
Supine posture: head predominantly rotated,Captive,285,Pan troglodytes,2,Male+Female,"Brakke KE, Savage-Rumbaugh ES. Early postural behavior in Pan: Influences on development. Infant Behavior and Development. 1991 Jul 1;14(3):265-88."
Supine posture: lift head (Onset),Captive,292,Pan troglodytes,2,Female,"Brakke KE, Savage-Rumbaugh ES. Early postural behavior in Pan: Influences on development. Infant Behavior and Development. 1991 Jul 1;14(3):265-88."
Supine posture: lift head (Onset),Captive,271,Pan troglodytes,2,Male+Female,"Brakke KE, Savage-Rumbaugh ES. Early postural behavior in Pan: Influences on development. Infant Behavior and Development. 1991 Jul 1;14(3):265-88."
Supine posture: lift head and shoulders,Captive,383,Pan troglodytes,2,Female,"Brakke KE, Savage-Rumbaugh ES. Early postural behavior in Pan: Influences on development. Infant Behavior and Development. 1991 Jul 1;14(3):265-88."
Supine posture: lift head and shoulders,Captive,334,Pan troglodytes,2,Male+Female,"Brakke KE, Savage-Rumbaugh ES. Early postural behavior in Pan: Influences on development. Infant Behavior and Development. 1991 Jul 1;14(3):265-88."
Supine posture: Roll to side (Onset),Captive,383,Pan troglodytes,2,Female,"Brakke KE, Savage-Rumbaugh ES. Early postural behavior in Pan: Influences on development. Infant Behavior and Development. 1991 Jul 1;14(3):265-88."
Supine posture: Roll to side (Onset),Captive,299,Pan troglodytes,2,Male+Female,"Brakke KE, Savage-Rumbaugh ES. Early postural behavior in Pan: Influences on development. Infant Behavior and Development. 1991 Jul 1;14(3):265-88."
Support entire weight,Captive,369,Pan troglodytes,2,Female,"Brakke KE, Savage-Rumbaugh ES. Early postural behavior in Pan: Influences on development. Infant Behavior and Development. 1991 Jul 1;14(3):265-88."
Support entire weight,Captive,397,Pan troglodytes,2,Male+Female,"Brakke KE, Savage-Rumbaugh ES. Early postural behavior in Pan: Influences on development. Infant Behavior and Development. 1991 Jul 1;14(3):265-88."
